"country";"Tercera";"Account_Name";"Account_ID_18";"accCreatedDate";"Opp_18";"oppPrimary_Deal_Services__c";"cupones";"Cash_in_USD"
"AR";"Yoga";"Bodhi Yoga";"0014600000ocxlkAAA";"2017-04-08";"00646000006RTrgAAG";"Yoga";2;52.75
"AR";"Yoga";"Go";"0014600000p2V8LAAU";"2016-01-12";"00646000006QiJ3AAK";"Yoga";14;113.79
"AR";"Yoga";"Sankalpa Espacio";"0014600000od9fbAAA";"2017-03-23";"00646000006RTIyAAO";"Yoga";35;404.26
"AR";"Yoga";"Yoga Cristal N";"0014600000odA2YAAU";"2016-05-18";"00646000006QH3qAAG";"Yoga";28;212.93
"AR";"Yoga";"Yoga Om Mar Del Plata";"0014600000p2VLCAA2";"2016-07-01";"00646000006Qhv2AAC";"Yoga";185;2469.83
"CL";"Accessories";"Acco Brands SA";"0014600000p2jOCAAY";"2015-12-30";"00646000006QWUBAA4";"Electronics  Tablet Accessories  Keyboards";4;178.57
"CL";"Accessories";"Ajusa";"0014600000p2XfAAAU";"2015-12-18";"00646000006QWISAA4";"Electronics  Cellphone / Smartphone Accessories  Selfie Sticks";65;676.35
"CL";"Accessories";"Distribuidora Punto Musical ( HECTOR SANTOS FERNANDEZ)";"0014600000p2hemAAA";"2015-02-20";"00646000006QMrHAAW";"Media  Vinyl Records";18;616.02
"CL";"Accessories";"E-Center Ltda.";"0014600000p2eXLAAY";"2013-03-22";"00646000006Q6gLAAS";"";80;594.25
"CL";"Accessories";"FBR GROUP S.A";"0014600000p2fzNAAQ";"2014-07-29";"00646000006QHLNAA4";"Electronics  Cellphone / Smartphone Accessories";38;734.81
"CL";"Accessories";"FBR GROUP S.A";"0014600000p2fzNAAQ";"2014-07-29";"00646000006QHLOAA4";"Electronics  Cellphone / Smartphone Accessories";163;3151.94
"CL";"Accessories";"Globaltek Comercializadora Ltda.";"0014600000p2i7tAAA";"2016-09-01";"00646000006QbKqAAK";"Food, Beverages & Tobacco  Frozen Desserts & Novelties";6;55.73
"CL";"Accessories";"Groupon Merma Imports CL";"0014600000p2jn1AAA";"2015-04-13";"00646000006QOGmAAO";"Electronics  Cellphone / Smartphone Accessories";37;550.23
"CL";"Accessories";"Groupon Merma Imports CL";"0014600000p2jn1AAA";"2015-04-13";"00646000006QOGuAAO";"Electronics  Cellphone / Smartphone Cases";43;1279.56
"CL";"Accessories";"Groupon Merma Imports CL";"0014600000p2jn1AAA";"2015-04-13";"00646000006QOGzAAO";"Electronics  Cellphone / Smartphone Cases";131;973.09
"CL";"Accessories";"Groupon Merma Imports CL";"0014600000p2jn1AAA";"2015-04-13";"00646000006QOIOAA4";"Electronics  Cellphone / Smartphone Cases";9;133.84
"CL";"Accessories";"Groupon Merma Imports CL";"0014600000p2jn1AAA";"2015-04-13";"00646000006QOrpAAG";"Electronics  Cellphone / Smartphone Accessories";83;1852.08
"CL";"Accessories";"Importaciones Moscu 2";"0014600000p2fytAAA";"2014-07-23";"00646000006QFv5AAG";"Electronics  Cellphone / Smartphone Accessories";94;2462.25
"CL";"Accessories";"Importadora y Comercializadora oriente pacifico s.a.";"0014600000p2jL9AAI";"2014-02-12";"00646000006QBeMAAW";"Electronics  Computer Accessories";10;788.81
"CL";"Accessories";"Inversiones Polonia S.A.";"0014600000p2kGlAAI";"2015-07-24";"00646000006QRSEAA4";"Electronics  Other";5;334.86
"CL";"Accessories";"Iphone World";"0014600000p2YRfAAM";"2013-09-13";"00646000006Q5OzAAK";"";2;35.70
"CL";"Accessories";"Isigo tecnología y soluciones informáticas limitada";"0014600000p2jWWAAY";"2014-03-18";"00646000006QCxqAAG";"Electronics  Tablet Computer Accessories";64;1428.11
"CL";"Accessories";"Karawe";"0014600000p2hh3AAA";"2015-03-18";"00646000006QNibAAG";"Electronics  Cellphone / Smartphone Accessories";9;136.82
"CL";"Accessories";"Liznar";"0014600000p2hfhAAA";"2015-03-11";"00646000006QNPYAA4";"Electronics  Cellphone / Smartphone Accessories";10;193.37
"CL";"Accessories";"Phone it";"0014600000p2gRnAAI";"2014-11-26";"00646000006QKT7AAO";"Electronics  Cellphone / Smartphone Accessories";4;35.67
"CL";"Accessories";"Playbox";"0014600000p2iEbAAI";"2013-04-10";"00646000006PxFHAA0";"";251;2150.28
"CL";"Accessories";"Plaza corp Chile";"0014600000p2eYrAAI";"2013-11-25";"00646000006Q9hWAAS";"Electronics  Computer Accessories";28;624.80
"CL";"Accessories";"Plaza corp Chile";"0014600000p2eYrAAI";"2013-11-25";"00646000006Q9iKAAS";"Electronics  Cellphone / Smartphone Accessories";145;2156.33
"CL";"Accessories";"Santa Martina Ltda.";"0014600000p2gNDAAY";"2014-10-06";"00646000006QJ7kAAG";"Cameras & Optics  Camera Accessories";6;133.89
"CL";"Accessories";"Tech4less";"0014600000p2bqSAAQ";"2013-03-13";"00646000006Q4NDAA0";"";250;5578.57
"CL";"Accessories";"Tech4less";"0014600000p2bqSAAQ";"2013-03-13";"00646000006Q4NGAA0";"";78;1508.29
"CL";"Accessories";"Tecnosale";"0014600000p2g1XAAQ";"2014-08-07";"00646000006QHcFAAW";"Electronics  Signal Boosters";38;1243.91
"CL";"Accessories";"Valltech";"0014600000p2gNPAAY";"2014-10-10";"00646000006QJJaAAO";"Electronics  Cellphone / Smartphone Accessories";302;7188.47
"CL";"Accessories";"Way To Go";"0014600000p2d8WAAQ";"2013-01-22";"00646000006PwtJAAS";"";6;357.18
"CL";"Accommodation";"Alojamientos La Serena";"0014600000pCaZ8AAK";"2017-08-04";"00646000006F7EhAAK";"Hotel  City";44;6125.63
"CL";"Accommodation";"Cabañas Camino del Sur";"0014600000p2gUNAAY";"2014-11-11";"00646000006QK7nAAG";"Hotel";90;7501.11
"CL";"Accommodation";"Cabañas Los Puquios";"0014600000p2ghoAAA";"2017-02-10";"00646000006QeY1AAK";"Cabin";22;1480.12
"CL";"Accommodation";"Costa Patagonia Cabañas y Spa";"0014600000p2WqoAAE";"2017-05-19";"00646000006QhlAAAS";"Hotel";63;9118.78
"CL";"Accommodation";"Domos Lago Penuelas";"0014600000p2g99AAA";"2016-05-31";"00646000006QaGYAA0";"Cottage";7;485.29
"CL";"Accommodation";"Turismo el Tranco";"0014600000p2j1YAAQ";"2013-02-06";"00646000006Q83yAAC";"";31;3108.22
"CL";"Adventure / Experimental Holiday";"ecoturismo Tierra Verde";"0014600000p2kEGAAY";"2015-08-03";"00646000006QRS2AAO";"Tour  Guided";2;52.10
"CL";"Adventure / Experimental Holiday";"My Cusco Trip Chile";"0014600000p2X4AAAU";"2017-05-15";"00646000006QheyAAC";"National / Domestic Tourism";172;43878.27
"CL";"Adventure Pool";"Rancho Benjamín Salazar";"0014600000p2k6LAAQ";"2016-11-11";"00646000006QbqpAAC";"Party  Pool";15;66.99
"CL";"Aerobics";"Box Patagonia";"0014600000p2gd9AAA";"2014-11-13";"00646000006QKMwAAO";"Gym";64;1373.21
"CL";"Aerobics";"Zumba Garden Session";"0014600000p2jDUAAY";"2013-11-28";"00646000006Q9pPAAS";"Aerobics / Zumba";43;407.88
"CL";"Airbrush Spray Tanning";"Essentiel Clinica Estética";"0014600000p2XBNAA2";"2017-06-16";"00646000006QhKlAAK";"Tanning  Airbrush Spray (Manual)";1;20.83
"CL";"Airbrush Spray Tanning";"Onix Belleza";"0014600000p2XLBAA2";"2016-07-12";"00646000006Qah1AAC";"Solarium";3;44.21
"CL";"Airbrush Spray Tanning";"salón Rubén Orellana / Elizabeth Barrera";"0014600000p2bjwAAA";"2014-10-03";"00646000006QJQAAA4";"Solarium";14;257.53
"CL";"Alternative Medicine";"Api 4 Life";"0014600000p2gHKAAY";"2014-10-21";"00646000006QJX9AAO";"Therapy  Physical / Physiotherapy";5;110.90
"CL";"Alternative Medicine";"Centro Arbea";"0014600000p2X8KAAU";"2017-05-09";"00646000006QgWOAA0";"Aromatherapy";3;88.87
"CL";"Alternative Medicine";"Centro Aura Terapias Alternativas";"0014600000p2eoBAAQ";"2014-02-27";"00646000006QC4sAAG";"Massage  Classical";4;215.39
"CL";"Alternative Medicine";"Centro Medico Chillan Viejo";"0014600000p2fg9AAA";"2015-09-29";"00646000006QUvrAAG";"Braces  Metal / Ceramic";5;237.43
"CL";"Alternative Medicine";"Club Nutricion";"0014600000p2h3vAAA";"2015-01-09";"00646000006QLb8AAG";"Nutritionist";36;1446.39
"CL";"Alternative Medicine";"Dento Salud (Padre)";"0014600000p2hOMAAY";"2016-05-26";"00646000006QZZPAA4";"Teeth Whitening  Traditional";48;642.37
"CL";"Alternative Medicine";"Nutrición Pia Cantellano";"0014600000p2gPGAAY";"2014-10-29";"00646000006QJkmAAG";"Weight Loss Program";38;1583.88
"CL";"Alternative Medicine";"ONAM";"0014600000p2aZPAAY";"2013-07-15";"00646000006PybYAAS";"Homoeopathy";94;5359.89
"CL";"Alternative Medicine";"ONAM";"0014600000p2aZPAAY";"2013-07-15";"00646000006PybZAAS";"Homoeopathy";102;5943.72
"CL";"Alternative Medicine";"Piojitos.cl";"0014600000p2jCEAAY";"2013-11-12";"00646000006Q9cWAAS";"Lice Removal";4;119.03
"CL";"Alternative Medicine";"Polezen";"0014600000p2gL4AAI";"2014-10-08";"00646000006QJ8tAAG";"Nutritionist";13;545.87
"CL";"Alternative Medicine";"Terapias de bienestar";"0014600000p2YukAAE";"2013-10-17";"00646000006Q8fwAAC";"Homoeopathy";2;29.47
"CL";"Anti-Aging Face Care";"+ BioVital";"0014600000p2eirAAA";"2014-01-29";"00646000006QBM9AAO";"Facial  AntiAging";12;212.57
"CL";"Anti-Aging Face Care";"Alma mia";"0014600000p2YRmAAM";"2013-09-24";"00646000006PVrPAAW";"Facial  Microdermabrasion";7;174.61
"CL";"Anti-Aging Face Care";"Biocell 2";"0014600000p2hUpAAI";"2016-04-21";"00646000006QYx0AAG";"Injection  Plasma";3;328.54
"CL";"Anti-Aging Face Care";"Centro de Estetica Punto Cero";"0014600000p2XLjAAM";"2016-08-04";"00646000006QanJAAS";"Facial  PRP / Platelet Rich Plasma / Vampire";6;728.82
"CL";"Anti-Aging Face Care";"Centro médico aguamarina";"0014600000p2dI1AAI";"2013-04-03";"00646000006PxExAAK";"Facial  AntiAging";8;1178.98
"CL";"Anti-Aging Face Care";"Centro Medico Kennedy";"0014600000p2a4SAAQ";"2013-06-07";"00646000006PhxMAAS";"Facial  AntiAging";99;6773.62
"CL";"Anti-Aging Face Care";"Clínica Medicina Estética Facial";"0014600000p2hPoAAI";"2016-04-28";"00646000006QZrRAAW";"Mesotherapy";1;81.72
"CL";"Anti-Aging Face Care";"Clinica Pro-Derma";"0014600000p2kWnAAI";"2015-06-17";"00646000006QQEGAA4";"Facial";9;251.72
"CL";"Anti-Aging Face Care";"Dra. Natalia Quintana";"0014600000p2hEVAAY";"2015-01-05";"00646000006QLZuAAO";"Facial  PRP / Platelet Rich Plasma / Vampire";1;163.75
"CL";"Anti-Aging Face Care";"Estetica y Quiropractica";"0014600000p2eOXAAY";"2013-03-15";"00646000006Q4OUAA0";"Facial  AntiAging";47;790.90
"CL";"Anti-Aging Face Care";"Holyne CUENTA PADRE";"0014600000p2hiLAAQ";"2015-03-24";"00646000006QNioAAG";"Facial";30;3344.91
"CL";"Anti-Aging Face Care";"Indent Clínica Odontológica";"0014600000p2g7PAAQ";"2016-06-14";"00646000006QafEAAS";"Injection  Plasma";1;83.21
"CL";"Anti-Aging Face Care";"Jessica Monardez";"0014600000p2eVTAAY";"2013-01-28";"00646000006PvF5AAK";"Facial  AntiAging";31;536.64
"CL";"Anti-Aging Face Care";"Margot herrera vortmann";"0014600000p2alUAAQ";"2013-06-14";"00646000006PVXtAAO";"Facial  AntiAging";33;772.14
"CL";"Anti-Aging Face Care";"NEGOCIO CERRADO Clinica Korpus";"0014600000p2ioJAAQ";"2013-04-17";"00646000006PVE1AAO";"Facial  AntiAging";63;1480.72
"CL";"Anti-Aging Face Care";"Nu Espacios Santiago";"0014600000p2esEAAQ";"2016-01-07";"00646000006QWaAAAW";"Facial  AntiAging";7;187.46
"CL";"Anti-Aging Face Care";"Ser Bella";"0014600000p2adqAAA";"2013-06-28";"00646000006PxwSAAS";"Facial  AntiAging";5;170.45
"CL";"Aquarium";"Aquamundo";"0014600000p2g4CAAQ";"2014-08-05";"00646000006QHykAAG";"Aquarium Visit";1483;3474.03
"CL";"Aquarium";"Aquamundo";"0014600000pCaenAAC";"2017-08-14";"00646000006F76pAAC";"Aquarium Visit";671;1490.69
"CL";"Audio & HiFi";"Bip Computers";"0014600000p2ZBCAA2";"2014-07-10";"00646000006QFdDAAW";"Electronics  Portable Speakers";2;77.38
"CL";"Audio & HiFi";"Central de Compras";"0014600000p2YXVAA2";"2013-10-23";"00646000006Q8hsAAC";"Electronics  Audio Players & Recorders";18;5358.73
"CL";"Audio & HiFi";"DigitalAudioNet Ltda";"0014600000p2haeAAA";"2015-02-27";"00646000006QNUbAAO";"Electronics  Headphones & Earphones";20;297.42
"CL";"Audio & HiFi";"Flor Bustamante Ltda";"0014600000p2k6qAAA";"2016-11-15";"00646000006QcGsAAK";"Electronics  Portable Speakers";24;642.72
"CL";"Audio & HiFi";"Flor Bustamante Ltda";"0014600000p2k6qAAA";"2016-11-15";"00646000006QcHTAA0";"Electronics  Portable Speakers  Wireless";9;174.03
"CL";"Audio & HiFi";"Gva trading Spa";"0014600000p2kSaAAI";"2015-06-30";"00646000006QQZlAAO";"Electronics  Audio Players & Recorders";31;2076.15
"CL";"Audio & HiFi";"Importadora RGG Ltda";"0014600000p2kQrAAI";"2015-06-02";"00646000006QPoPAAW";"Electronics  Portable Audio  Other";5;297.65
"CL";"Audio & HiFi";"Impulsati SpA";"0014600000p2hnTAAQ";"2017-07-06";"00646000006QhYdAAK";"Electronics  Audio Accessories";3;44.61
"CL";"Audio & HiFi";"Industrial Mar del Sur Ltda";"0014600000p2gIfAAI";"2014-10-29";"00646000006QJpgAAG";"Electronics  Audio Accessories";26;773.69
"CL";"Audio & HiFi";"Philips";"0014600000p2gacAAA";"2014-11-12";"00646000006QK3CAAW";"Electronics  Audio Docks";27;2589.78
"CL";"Audio & HiFi";"Philips";"0014600000p2gacAAA";"2014-11-12";"00646000006QK3yAAG";"Electronics  Audio Docks";11;491.08
"CL";"Audio & HiFi";"Planet Music Spa";"0014600000p2i3WAAQ";"2016-08-18";"00646000006QbD4AAK";"Electronics  Audio Docks";1;267.93
"CL";"Audio & HiFi";"Planet Music Spa";"0014600000p2i3WAAQ";"2016-08-18";"00646000006QbDHAA0";"Electronics  Audio Docks";2;113.10
"CL";"Audio & HiFi";"Planet Music Spa";"0014600000p2i4RAAQ";"2016-08-18";"00646000006QbDQAA0";"Electronics  Audio Docks";2;357.24
"CL";"Audio & HiFi";"Planet Music Spa";"0014600000p2i4RAAQ";"2016-08-18";"00646000006QbDWAA0";"Electronics  Audio Docks";1;98.23
"CL";"Audio & HiFi";"Plaza corp Chile";"0014600000p2eYrAAI";"2013-11-25";"00646000006Q9i5AAC";"Electronics  Audio Docks";200;2974.24
"CL";"Audio & HiFi";"Servicios Integrales SPA";"0014600000p2XnZAAU";"2013-09-03";"00646000006PzfyAAC";"Electronics  Audio Accessories";60;5358.10
"CL";"Audio & HiFi";"Sleve";"0014600000p2jROAAY";"2016-01-13";"00646000006QXCAAA4";"Electronics  Portable Speakers";10;327.35
"CL";"Audio & HiFi";"Sport Optic";"0014600000p2XnmAAE";"2017-01-13";"00646000006QcsbAAC";"Electronics  Portable Speakers";1;133.96
"CL";"Audio & HiFi";"Sport Optic";"0014600000p2XnmAAE";"2017-01-13";"00646000006QcscAAC";"Electronics  Headphones & Earphones";8;476.24
"CL";"Audio & HiFi";"Sport Optic";"0014600000p2XnmAAE";"2017-01-13";"00646000006QcsdAAC";"Electronics  Headphones & Earphones";4;160.71
"CL";"Audio & HiFi";"Sport Optic";"0014600000p2XnmAAE";"2017-01-13";"00646000006QcshAAC";"Electronics  Portable Speakers";3;133.93
"CL";"Audio & HiFi";"Sport Optic";"0014600000p2XnmAAE";"2017-01-13";"00646000006QcsjAAC";"Electronics  Headphones & Earphones";4;208.35
"CL";"Audio & HiFi";"Sport Optic";"0014600000p2XnmAAE";"2017-01-13";"00646000006QcskAAC";"Electronics  Headphones & Earphones";1;52.09
"CL";"Audio & HiFi";"Techmart";"0014600000p2aFiAAI";"2013-06-20";"00646000006PhZ3AAK";"Electronics  Audio Accessories";35;2604.55
"CL";"Audio & HiFi";"Union Española";"0014600000p2hNMAAY";"2016-04-07";"00646000006QYLxAAO";"Sporting Goods  Football";259;7707.14
"CL";"Bags";"air-express";"0014600000p2ZkUAAU";"2013-06-11";"00646000006Q4s7AAC";"Luggage & Bags  Other";14;1250.22
"CL";"Bags";"air-express";"0014600000p2ZkUAAU";"2013-06-11";"00646000006Q4sAAAS";"Luggage & Bags  Other";106;1621.01
"CL";"Bags";"ARENDT Y COMPANIA LIMITADA";"0014600000p2fxcAAA";"2014-08-25";"00646000006QIB3AAO";"Luggage & Bags  Suitcases";37;3854.95
"CL";"Bags";"Audioplus Ltd.";"0014600000p2fdNAAQ";"2014-07-14";"00646000006QFfEAAW";"Electronics  Tablet Computer Cases";15;444.35
"CL";"Bags";"BOLSOS FLASH SPORT";"0014600000p2ZaoAAE";"2013-06-26";"00646000006Q5ImAAK";"Luggage & Bags  Other";204;3033.73
"CL";"Bags";"CITIC GROUP SA";"0014600000p2g4yAAA";"2014-08-26";"00646000006QI7VAAW";"Luggage & Bags  Suitcases";39;5224.44
"CL";"Bags";"Comercial Fabiola Oyarzo Aguirre EIRL";"0014600000p2gZhAAI";"2014-12-12";"00646000006QLJ5AAO";"Health & Beauty  Tanning";233;5623.48
"CL";"Bags";"Comercial Sinergia";"0014600000p2h4zAAA";"2015-01-07";"00646000006QLhDAAW";"Home & Garden  Ultrasonic Repellers";34;455.01
"CL";"Bags";"COMERCIALIZADORA A&V LIMITADA";"0014600000p2jH0AAI";"2014-01-02";"00646000006QAiNAAW";"Luggage & Bags  Suitcases";63;5626.01
"CL";"Bags";"Esturion T&D";"0014600000p2YN0AAM";"2013-09-26";"00646000006PzgbAAC";"Luggage & Bags  Other";57;1271.91
"CL";"Bags";"Groupon Merma Imports CL";"0014600000p2jn1AAA";"2015-04-13";"00646000006QOIaAAO";"Apparel & Accessories  Handbags  Evening Bags";61;1179.56
"CL";"Bags";"Imp y Comerc Masterbag Ltda";"0014600000p4dMEAAY";"2013-08-30";"00646000006RbDpAAK";"Luggage & Bags  Other";23;273.56
"CL";"Bags";"Imp y Comerc Masterbag Ltda";"0014600000p4dMEAAY";"2013-08-30";"00646000006RbDqAAK";"Luggage & Bags  Other";28;333.03
"CL";"Bags";"Imp y Comerc Masterbag Ltda";"0014600000p4dMEAAY";"2013-08-30";"00646000006RbDrAAK";"Luggage & Bags  Other";298;2657.20
"CL";"Bags";"Imp y Comerc Masterbag Ltda";"0014600000p4dMEAAY";"2013-08-30";"00646000006RbDsAAK";"Luggage & Bags  Other";96;1427.64
"CL";"Bags";"Marini";"0014600000p2ftsAAA";"2014-09-11";"00646000006PScaAAG";"Apparel & Accessories  Shoulder Bags";42;696.04
"CL";"Bags";"Marini";"0014600000p2ftsAAA";"2014-09-11";"00646000006PSchAAG";"Apparel & Accessories  Shoulder Bags";8;178.51
"CL";"Bags";"Time Bag";"0014600000p2gddAAA";"2014-11-17";"00646000006QKDtAAO";"Apparel & Accessories  Leather Handbags";5;245.55
"CL";"Baking Course";"LosCursosOnline.com II - CL";"0014600000p4dO2AAI";"2016-03-30";"00646000006RbJ7AAK";"eLearning";7;113.58
"CL";"Baking Course";"Upoct - CL";"0014600000p2jPBAAY";"2016-01-11";"00646000006QWkQAAW";"eLearning";5;111.65
"CL";"Barber";"Peluqueria Blue";"0014600000p2gjEAAQ";"2017-02-21";"00646000006QfgFAAS";"Haircut  Men / Barber";5;185.33
"CL";"Beer";"CHELSEA SPA";"0014600000p2WqCAAU";"2017-06-13";"00646000006QhFnAAK";"Food, Beverages & Tobacco  Beer";14;249.88
"CL";"Beer";"CHELSEA SPA";"0014600000p2WqCAAU";"2017-06-13";"00646000006QhGKAA0";"Food, Beverages & Tobacco  Beer";14;520.81
"CL";"Beer";"EMBOTELLADORA METROPOLITANA S.A";"0014600000p2f9SAAQ";"2014-05-16";"00646000006QEDvAAO";"Food, Beverages & Tobacco  Beer";327;6309.82
"CL";"Beer";"EMBOTELLADORA METROPOLITANA S.A";"0014600000p2f9SAAQ";"2014-05-16";"00646000006QEFhAAO";"Food, Beverages & Tobacco  Beer";572;14466.73
"CL";"Beer";"Mahou Andina SpA";"0014600000p2gvUAAQ";"2017-03-10";"00646000006QfpbAAC";"Food, Beverages & Tobacco  Beer";15;441.89
"CL";"Beer";"Mahou Andina SpA";"0014600000p2gvUAAQ";"2017-03-10";"00646000006QfqBAAS";"Food, Beverages & Tobacco  Beer";6;163.66
"CL";"Bicycle Accessories";"Agencia Mater Rep Ltda.";"0014600000p2eXjAAI";"2013-03-26";"00646000006PwcgAAC";"Sporting Goods  Cycling";69;1026.11
"CL";"Bicycle Accessories";"Castletec EIRL";"0014600000p2hFdAAI";"2015-01-15";"00646000006QM2mAAG";"Cameras & Optics  Sport & Action Cameras";10;1190.74
"CL";"Bicycle Accessories";"Comercial Esab Spa";"0014600000p2kRgAAI";"2015-05-29";"00646000006QPeeAAG";"Sporting Goods  Cycling";1;14.87
"CL";"Bicycle Accessories";"Flor Bustamante Ltda";"0014600000p2k6qAAA";"2016-11-15";"00646000006QcHBAA0";"Sporting Goods  Cycling  Lights & Reflectors";250;3300.99
"CL";"Body Shaping (Weight Loss)";"+ BioVital";"0014600000p2eirAAA";"2014-01-29";"00646000006QBLxAAO";"Braces  Invisible  NonBranded";6;380.79
"CL";"Body Shaping (Weight Loss)";"Afroditas";"0014600000p2hdEAAQ";"2015-03-25";"00646000006QNqtAAG";"Fat / Cellulite Reduction  NonBranded";4;185.48
"CL";"Body Shaping (Weight Loss)";"Agustina Bucle";"0014600000p2hm1AAA";"2015-02-25";"00646000006QN86AAG";"Fat / Cellulite Reduction  NonBranded";3;136.51
"CL";"Body Shaping (Weight Loss)";"Aires de Spa";"0014600000p2jq0AAA";"2015-04-07";"00646000006QOQFAA4";"Cavitation";3;227.31
"CL";"Body Shaping (Weight Loss)";"Aqua Estethic 2";"0014600000p2gbmAAA";"2014-12-10";"00646000006QKpPAAW";"Weight Loss Program";1;80.24
"CL";"Body Shaping (Weight Loss)";"Aqua Vida Chillan";"0014600000p2YNVAA2";"2013-09-12";"00646000006PXCmAAO";"Weight Loss Program";16;899.72
"CL";"Body Shaping (Weight Loss)";"Armonía Azul";"0014600000p2WuwAAE";"2017-04-06";"00646000006Qg3iAAC";"Cavitation";13;486.58
"CL";"Body Shaping (Weight Loss)";"AYMI estetica";"0014600000p2dGEAAY";"2013-01-18";"00646000006PzPRAA0";"Weight Loss Program";22;1523.74
"CL";"Body Shaping (Weight Loss)";"Balance Beauty Center";"0014600000p2jIQAAY";"2013-12-30";"00646000006QAi8AAG";"Fat / Cellulite Reduction  NonBranded";54;6944.37
"CL";"Body Shaping (Weight Loss)";"Beauty & Med";"0014600000p2exUAAQ";"2014-03-06";"00646000006QCLDAA4";"Straightening Treatment";13;971.62
"CL";"Body Shaping (Weight Loss)";"Beauty Forever";"0014600000p2h2RAAQ";"2015-01-26";"00646000006QMBtAAO";"Fat / Cellulite Reduction  Branded (Zerona, Velashape)";6;558.23
"CL";"Body Shaping (Weight Loss)";"Beauty Secret";"0014600000p2XDvAAM";"2017-05-02";"00646000006QgDeAAK";"Cavitation";31;1702.51
"CL";"Body Shaping (Weight Loss)";"Beauty Secret";"0014600000p2XDvAAM";"2017-05-02";"00646000006QgErAAK";"Cavitation";91;4247.14
"CL";"Body Shaping (Weight Loss)";"Bella Fuente";"0014600000p2fktAAA";"2015-10-07";"00646000006QVDgAAO";"Fat / Cellulite Reduction  NonBranded";69;4477.89
"CL";"Body Shaping (Weight Loss)";"Bella Vivaz";"0014600000p2YRDAA2";"2013-10-07";"00646000006PzgyAAC";"Cavitation";29;2590.18
"CL";"Body Shaping (Weight Loss)";"Belleza  Sana";"0014600000p2gLAAAY";"2014-09-30";"00646000006QJIlAAO";"Weight Loss Program";20;1784.84
"CL";"Body Shaping (Weight Loss)";"Belleza Araucana";"0014600000p2iRfAAI";"2013-04-17";"00646000006Q6z2AAC";"";200;3849.55
"CL";"Body Shaping (Weight Loss)";"Belleza cuerpo y alma Chillan";"0014600000p2aZYAAY";"2013-07-15";"00646000006Q7WXAA0";"Liposuction  NonInvasive Laser (iLipo)";1;132.49
"CL";"Body Shaping (Weight Loss)";"belleza y  armonia";"0014600000p2ezqAAA";"2014-03-17";"00646000006QDYDAA4";"Fat / Cellulite Reduction  NonBranded";2;178.34
"CL";"Body Shaping (Weight Loss)";"Belleza-Spa";"0014600000p2f45AAA";"2014-03-27";"00646000006QCteAAG";"Ultrasonic Fat Reduction";38;2344.86
"CL";"Body Shaping (Weight Loss)";"Belmedic Centro Médico Estético";"0014600000p2eulAAA";"2016-01-12";"00646000006QWjbAAG";"Fat / Cellulite Reduction  NonBranded";21;2127.22
"CL";"Body Shaping (Weight Loss)";"Belmedic Centro Médico Estético";"0014600000p2eulAAA";"2016-01-12";"00646000006QWjsAAG";"Fat / Cellulite Reduction  NonBranded";8;762.91
"CL";"Body Shaping (Weight Loss)";"Bio Zone";"0014600000p2ejZAAQ";"2014-01-21";"00646000006QBYuAAO";"Fat / Cellulite Reduction  Branded (Zerona, Velashape)";80;8324.31
"CL";"Body Shaping (Weight Loss)";"Biosen";"0014600000p2gLxAAI";"2014-09-29";"00646000006QJIiAAO";"Cavitation";16;1375.33
"CL";"Body Shaping (Weight Loss)";"Biotherapy Clinic Chile";"0014600000p2hISAAY";"2016-05-23";"00646000006QZ58AAG";"Weight Loss Program";2;154.82
"CL";"Body Shaping (Weight Loss)";"blancodent xxx";"0014600000p2fSnAAI";"2014-04-16";"00646000006QDTgAAO";"Nutritionist";14;677.32
"CL";"Body Shaping (Weight Loss)";"Bodies Esthetic Center";"0014600000p2d2OAAQ";"2013-04-08";"00646000006PgPRAA0";"Cavitation";53;2674.59
"CL";"Body Shaping (Weight Loss)";"Bodies Esthetic Center";"0014600000p2d2OAAQ";"2013-04-08";"00646000006PgPSAA0";"Cavitation";35;2871.53
"CL";"Body Shaping (Weight Loss)";"Body Cares";"0014600000p2g8jAAA";"2016-07-21";"00646000006QauOAAS";"Fat / Cellulite Reduction  NonBranded";5;317.82
"CL";"Body Shaping (Weight Loss)";"Body Cares";"0014600000p2g8jAAA";"2016-07-21";"00646000006QauQAAS";"Fat / Cellulite Reduction  NonBranded";11;409.22
"CL";"Body Shaping (Weight Loss)";"Body Pink";"0014600000p2elpAAA";"2014-02-21";"00646000006QCMpAAO";"Cavitation";5;371.41
"CL";"Body Shaping (Weight Loss)";"Body Sculpture";"0014600000p2XokAAE";"2013-08-05";"00646000006PVpvAAG";"Weight Loss Program";19;1311.47
"CL";"Body Shaping (Weight Loss)";"Bu-dai Medicina Natural";"0014600000p2jFtAAI";"2014-01-03";"00646000006QAiUAAW";"Weight Loss Program";7;371.11
"CL";"Body Shaping (Weight Loss)";"Cambio Extremo Estetica Integral";"0014600000p2gVsAAI";"2014-12-19";"00646000006QL8hAAG";"Weight Loss Program";28;1875.65
"CL";"Body Shaping (Weight Loss)";"Centro Antonietta";"0014600000p2hQFAAY";"2016-05-24";"00646000006QZZGAA4";"Fat / Cellulite Reduction  NonBranded";1;38.56
"CL";"Body Shaping (Weight Loss)";"Centro Cosmetologia Talca";"0014600000p2gW5AAI";"2014-11-25";"00646000006QKM9AAO";"Fat / Cellulite Reduction  NonBranded";8;629.98
