"country";"Tercera";"Account_Name";"Account_ID_18";"accCreatedDate";"Opp_18";"oppPrimary_Deal_Services__c";"cupones";"Cash_in_USD"
"AR";"Cinema Tickets";"Espectaculos Infantiles en Teatro el Vitral";"0014600000od8ZoAAI";"2016-06-02";"00646000006RPa3AAG";"Theater / Theatre / Playhouse";15;94.61
"AR";"Cinema Tickets";"Espectaculos Infantiles en Teatro el Vitral";"0014600000od8ZoAAI";"2016-06-02";"00646000006RPYsAAO";"Theater / Theatre / Playhouse";3;18.92
"AR";"Cinema Tickets";"Espectaculos Infantiles en Teatro el Vitral";"0014600000od8ZoAAI";"2016-06-02";"00646000006RPZFAA4";"Theater / Theatre / Playhouse";32;201.84
"AR";"Circus";"Cirque XXI 360";"0014600000pCaO2AAK";"2017-08-04";"00646000006F6cpAAC";"Circus";10;76.33
"AR";"Cocktail Course";"Flair & Cocktail";"0014600000ocybfAAA";"2016-02-01";"00646000006RKNzAAO";"Bartending / Cocktail";2;89.07
"AR";"Cocktail Course";"Instituto Argentino de Cocteleria";"0014600000ocyVwAAI";"2015-12-17";"00646000006QAmPAAW";"Bartending / Cocktail";39;1115.68
"AR";"Comedy";"Complejas Stand up";"0014600000od9WOAAY";"2017-02-15";"00646000006RSb4AAG";"Comedy  Standup";62;351.57
"AR";"Comedy";"Daniel Bria  Stand Up";"0014600000od8dVAAQ";"2016-11-21";"00646000006RQOSAA4";"Comedy  Standup";3;17.01
"AR";"Comedy";"Dillinger";"0014600000odBFRAA2";"2016-08-18";"00646000006RPuDAAW";"Theater / Theatre / Playhouse";6;28.67
"AR";"Comedy";"Fragmentadas / Teatro Porteño";"0014600000p2Vb8AAE";"2016-03-14";"00646000006RKdmAAG";"Comedy  Standup";30;189.23
"AR";"Comedy";"Humor Zarpado - Pablo Angeli";"0014600000od9cvAAA";"2017-01-19";"00646000006RSlKAAW";"Comedy  Standup";21;132.46
"AR";"Comedy";"Improvisa Que Da Miedo";"0014600000p2WBxAAM";"2016-12-16";"00646000006RFRoAAO";"Comedy  Standup";15;71.68
"AR";"Comedy";"Mamushka - Taburete Club de comedia";"0014600000od9XgAAI";"2017-03-09";"00646000006RTj9AAG";"Comedy  Standup";2;6.24
"AR";"Comedy";"Nigga Stand Up";"0014600000od9PQAAY";"2017-03-08";"00646000006RSySAAW";"Comedy  Standup";2;6.24
"AR";"Comedy";"No Toques Send Sin Mirar";"0014600000ocyXqAAI";"2016-02-11";"00646000006RJjCAAW";"Comedy  Standup";48;215.99
"AR";"Comedy";"Rubia Stand UP";"0014600000ocxbaAAA";"2017-06-15";"00646000006RTu1AAG";"Comedy  Standup";4;10.19
"AR";"Comedy";"Showtime Stand Up NRS";"0014600000od9VSAAY";"2017-01-18";"00646000006RSgLAAW";"Comedy  Standup";7;35.23
"AR";"Comedy";"Showtime Stand Up NRS";"0014600000p2VR6AAM";"2016-04-05";"00646000006RPMxAAO";"Comedy  Standup";7;33.45
"AR";"Comedy";"Universeros - Stand Up & Musica";"0014600000ocyX1AAI";"2016-01-15";"00646000006RF9GAAW";"Comedy  Standup";3;18.92
"AR";"Computer & Software";"Grupos Integrados";"0014600000odB72AAE";"2016-09-07";"00646000006RKr9AAG";"Electronics  Tablet Computers";32;2036.77
"AR";"Computer & Software";"Mas Sinergia";"0014600000ocxnvAAA";"2017-05-10";"00646000006RVJrAAO";"Electronics  Tablet Computers";2;256.00
"AR";"Computer & Software";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6j6AAC";"Electronics  Computer Accessories";12;186.55
"AR";"Computer & Software";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6oGAAS";"Electronics  Computer Accessories";125;404.39
"AR";"Computer & Software";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6qhAAC";"Electronics  Computer Accessories";74;240.58
"AR";"Computer & Software";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6ufAAC";"Electronics  Computer Accessories";3;46.83
"AR";"Concert";"Asociacion Civil Por La Musica";"0014600000p2VUXAA2";"2016-03-31";"00646000006RRi0AAG";"Music Festival";138;3156.46
"AR";"Concert";"Divas / Productora FEG";"0014600000od9MHAAY";"2017-01-12";"00646000006RRrIAAW";"Childrens Show  Music";2;19.11
"AR";"Concert";"El Musical De Los Ponys";"0014600000od9YTAAY";"2017-02-24";"00646000006RRxAAAW";"Childrens Show  Music";39;370.24
"AR";"Concert";"Eureka Pop";"0014600000od9ztAAA";"2016-05-10";"00646000006RK3qAAG";"Music Festival";94;1570.91
"AR";"Concert";"La Tempestad -Comedia Shakesperiana";"0014600000ocxxWAAQ";"2017-06-21";"00646000006RVTwAAO";"Childrens Show  Music";72;454.15
"AR";"Concert";"LatinMol / Funky Business Producciones";"0014600000p2W0lAAE";"2016-11-15";"00646000006RQvoAAG";"Music Festival";623;8930.96
"AR";"Concert";"Plus Producciones";"0014600000od6vmAAA";"2016-01-04";"00646000006RPh4AAG";"Music Festival";110;1927.32
"AR";"Concert";"Samba Jazz Producciones";"0014600000p2V8RAAU";"2016-02-04";"00646000006RET9AAO";"Latin Music";11;52.56
"AR";"Concert";"Team Media S A";"0014600000od6ugAAA";"2016-06-16";"00646000006RJw5AAG";"Music Festival";11;477.27
"AR";"Cooking Course";"Mariano Moreno Escuela";"0014600000od9UEAAY";"2017-02-17";"00646000006RSnxAAG";"Cooking";19;358.77
"AR";"Cosmetic Surgery";"Liliana Rico Estética";"0014600000od5JxAAI";"2017-01-15";"00646000006RRqQAAW";"Varicose Vein Removal";3;129.78
"AR";"Counseling";"Shaw Academy AR";"0014600000od8ixAAA";"2016-06-30";"00646000006QWQJAA4";"Consultant  Financial / Tax";2;26.63
"AR";"Course / Training";"21 Trading Coach - CO";"0014600000odBCSAA2";"2016-08-10";"00646000006RKXPAA4";"eLearning";2;24.15
"AR";"Course / Training";"21 Trading Coach - CO";"0014600000odBCSAA2";"2016-08-10";"00646000006RKZTAA4";"eLearning";3;32.49
"AR";"Course / Training";"Aulacoscoin - CL";"0014600000odB8JAAU";"2016-09-12";"00646000006QT0wAAG";"eLearning";1;11.15
"AR";"Course / Training";"Benowu - CL";"0014600000p4de8AAA";"2016-05-13";"00646000006RbPZAA0";"eLearning";46;586.16
"AR";"Course / Training";"Centro Nacional de Capacitación a distancia - MX";"0014600000od8cnAAA";"2016-06-14";"00646000006RPsCAAW";"eLearning";14;268.74
"AR";"Course / Training";"Centro Nacional de Capacitación a distancia - MX";"0014600000od8cnAAA";"2016-06-14";"00646000006RPsDAAW";"eLearning";20;369.53
"AR";"Course / Training";"Centro Nacional de Capacitación a distancia - MX";"0014600000od8cnAAA";"2016-06-14";"00646000006RPsFAAW";"eLearning";40;942.95
"AR";"Course / Training";"Centro Nacional de Capacitación a distancia - MX";"0014600000od8cnAAA";"2016-06-14";"00646000006RPsuAAG";"eLearning";8;160.56
"AR";"Course / Training";"Centro Nacional de Capacitación a distancia - MX";"0014600000od8cnAAA";"2016-06-14";"00646000006RPsZAAW";"eLearning";4;43.07
"AR";"Course / Training";"Centro Nacional de Capacitación a distancia - MX";"0014600000od8cnAAA";"2016-06-14";"00646000006RPteAAG";"eLearning";6;120.42
"AR";"Course / Training";"ChangKhaw team";"0014600000p2VNWAA2";"2016-04-08";"00646000006RFj0AAG";"Martial Arts / Karate / MMA";6;102.83
"AR";"Course / Training";"Diweb Academy -  CL";"0014600000ocyBoAAI";"2016-07-26";"00646000006RLm1AAG";"eLearning";4;58.62
"AR";"Course / Training";"Diweb Academy -  CL";"0014600000ocyBoAAI";"2016-07-26";"00646000006RLmKAAW";"eLearning";11;161.19
"AR";"Course / Training";"ENEB - CL";"0014600000p4de6AAA";"2016-04-19";"00646000006RbP8AAK";"eLearning";41;10422.79
"AR";"Course / Training";"Engoo - CL";"0014600000od8dMAAQ";"2016-06-08";"00646000006RKfvAAG";"eLearning";5;90.79
"AR";"Course / Training";"Escuela de Artes Cinematograficas Eac";"0014600000p2WAYAA2";"2016-11-21";"00646000006RFmJAAW";"Academic Course";2;31.73
"AR";"Course / Training";"Globuss Consultores - CO";"0014600000od8nAAAQ";"2016-07-05";"00646000006RLsDAAW";"eLearning";3;23.89
"AR";"Course / Training";"La Biblia de Excel - MX";"0014600000od8mBAAQ";"2016-06-14";"00646000006RPsaAAG";"eLearning";21;287.66
"AR";"Course / Training";"La Biblia de Excel - MX";"0014600000od8mBAAQ";"2016-06-14";"00646000006RPuqAAG";"eLearning";6;137.62
"AR";"Course / Training";"Learning & Training Cloud - AR";"0014600000od8llAAA";"2016-06-29";"00646000006RKTPAA4";"eLearning";21;1204.17
"AR";"Course / Training";"London Business Institute (LBI) - CL";"0014600000pCaI6AAK";"2017-07-20";"00646000006F6c8AAC";"eLearning";3;57.15
"AR";"Course / Training";"TONK® - MX";"0014600000ocyO9AAI";"2016-09-26";"00646000006RPotAAG";"eLearning";6;152.91
"AR";"Course / Training";"Trendimi - CL";"0014600000ocxtZAAQ";"2017-07-03";"00646000006RTuPAAW";"eLearning";6;72.25
"AR";"Course / Training";"Trendimi - CL";"0014600000ocxtZAAQ";"2017-07-03";"00646000006RUu2AAG";"eLearning";2;24.08
"AR";"Cruise";"Holiday Cruiseline Argentina";"0014600000pCaRpAAK";"2017-08-15";"00646000006F6ksAAC";"Cruise Ship";10;4332.16
"AR";"Dance Course";"Estudio Calas";"0014600000od8lfAAA";"2016-06-21";"00646000006QUJVAA4";"Dance Class";3;45.68
"AR";"Dance Course";"Euforia Dance";"0014600000p2VczAAE";"2016-03-02";"00646000006Q81RAAS";"Dance Class";10;135.71
"AR";"Dancing";"Lila Arte Y Movimiento";"0014600000p2WCLAA2";"2017-01-04";"00646000006RRVzAAO";"Dancing  Recreational";10;120.42
"AR";"Day Spa";"Aire de las sierras Spa";"0014600000od9bIAAQ";"2017-03-08";"00646000006RTGxAAO";"Spa  Day Pass";12;461.79
"AR";"Day Spa";"Armonium Lomitas";"0014600000od9PUAAY";"2017-01-26";"00646000006RSvtAAG";"Spa  Day Pass";9;470.90
"AR";"Day Spa";"Armonium, estetica";"0014600000odBsQAAU";"2017-01-25";"00646000006RFObAAO";"Spa  Day Pass";25;1016.54
"AR";"Day Spa";"Armonium, estetica";"0014600000odBsQAAU";"2017-01-25";"00646000006RR2WAAW";"Spa  Day Pass";23;706.38
"AR";"Day Spa";"Armonium, estetica";"0014600000odBsQAAU";"2017-01-25";"00646000006RR2XAAW";"Spa  Day Pass";3;62.88
"AR";"Day Spa";"Armonium, estetica";"0014600000odBsQAAU";"2017-01-25";"00646000006RRPyAAO";"Spa  Day Pass";7;242.30
"AR";"Day Spa";"Armonium, estetica";"0014600000odBsQAAU";"2017-01-25";"00646000006RSCHAA4";"Spa  Day Pass";5;201.14
"AR";"Day Spa";"Armonium, estetica";"0014600000odBsQAAU";"2017-01-25";"00646000006RSuYAAW";"Spa  Day Pass";16;681.98
"AR";"Day Spa";"Barcelona Spa Healthy";"0014600000ocxuuAAA";"2017-05-30";"00646000006RTqcAAG";"Spa  Day Pass";7;118.70
"AR";"Day Spa";"Beauty and Relax";"0014600000odBEMAA2";"2016-09-17";"00646000006RKpQAAW";"Spa  Day Pass";15;314.42
"AR";"Day Spa";"BFly Estetica";"0014600000odAjYAAU";"2017-07-04";"00646000006RVgnAAG";"Spa  Day Pass";18;509.19
"AR";"Day Spa";"Bodywrap";"0014600000odB9NAAU";"2016-09-14";"00646000006QZOhAAO";"Spa  Day Pass";101;2866.38
"AR";"Day Spa";"Caue Spa Brasileiro";"0014600000p2WDAAA2";"2016-11-07";"00646000006RR21AAG";"Spa  Day Pass";13;203.69
"AR";"Day Spa";"Centro de Medicina Estética Cristt Shang II";"0014600000ocyOpAAI";"2016-09-21";"00646000006QSrcAAG";"Spa  Day Pass";27;529.65
"AR";"Day Spa";"Centro Inspira";"0014600000od8l0AAA";"2016-07-13";"00646000006RKjkAAG";"Spa  Day Pass";14;278.81
"AR";"Day Spa";"Dana's Estética y Salud";"0014600000odAKxAAM";"2016-05-23";"00646000006QZKqAAO";"Spa  Day Pass";9;167.63
"AR";"Day Spa";"Helénico";"0014600000p2VOTAA2";"2016-04-08";"00646000006RJv9AAG";"Spa  Day Pass";45;1065.60
"AR";"Day Spa";"Hilton Buenos Aires - Spa";"0014600000ocxsEAAQ";"2017-05-22";"00646000006RV7zAAG";"Spa  Day Pass";193;18070.70
"AR";"Day Spa";"Ilumine Club Spa - Howard Villa Carlos Paz";"0014600000ocxfDAAQ";"2017-03-28";"00646000006RTRTAA4";"Spa  Day Pass";5;283.84
"AR";"Day Spa";"Kumelkan Spa";"0014600000p2V7LAAU";"2016-01-06";"00646000006RPg5AAG";"Spa  Day Pass";53;840.82
"AR";"Day Spa";"Lilian Centro Urbano";"0014600000odBGnAAM";"2016-09-14";"00646000006RKmWAAW";"Spa  Day Pass";154;3092.37
"AR";"Day Spa";"Mar Bella Centro de Estética";"0014600000ocy0DAAQ";"2017-05-02";"00646000006RVVFAA4";"Spa  Day Pass";140;3775.63
"AR";"Day Spa";"Maria Nacha Estética";"0014600000odAjsAAE";"2017-07-04";"00646000006RTmAAAW";"Spa  Day Pass";54;1346.00
"AR";"Day Spa";"Mariana Moretti Estética Spa Fitness";"0014600000ocyTIAAY";"2016-01-18";"00646000006RPg0AAG";"Spa  Day Pass";22;436.31
"AR";"Day Spa";"Mas que guapa";"0014600000ocz4LAAQ";"2016-07-06";"00646000006RQ9XAAW";"Spa  Day Pass";121;1880.74
"AR";"Day Spa";"Mystika estetica";"0014600000odAkZAAU";"2017-07-06";"00646000006RV4IAAW";"Spa  Day Pass";3;91.56
"AR";"Day Spa";"New Life Dermoestetica";"0014600000ocxrUAAQ";"2017-04-25";"00646000006RVCyAAO";"Spa  Day Pass";1;37.53
"AR";"Day Spa";"Nueva Desoriano Estética";"0014600000od8jHAAQ";"2016-06-06";"00646000006QZJPAA4";"Spa  Day Pass";22;315.89
"AR";"Day Spa";"Nueva Desoriano Estética";"0014600000odAH5AAM";"2016-04-25";"00646000006ROxVAAW";"Spa  Day Pass";34;528.56
"AR";"Day Spa";"Rosalia Saul - Estetica";"0014600000ocxYcAAI";"2017-06-05";"00646000006RVHXAA4";"Spa  Day Pass";16;341.76
"AR";"Day Spa";"SC Creaciones II";"0014600000ocyKxAAI";"2016-11-24";"00646000006RQsIAAW";"Spa  Day Pass";6;125.77
"AR";"Day Spa";"Spa Manantial";"0014600000od8ZrAAI";"2016-06-07";"00646000006RKKHAA4";"Spa  Day Pass";74;1524.39
"AR";"Day Spa";"SPA Wyndham Nordelta Tigre Buenos Aires II";"0014600000p2VirAAE";"2016-03-01";"00646000006RP7UAAW";"Spa  Day Pass";131;7380.69
"AR";"Dentistry";"DENTALCLOVER";"0014600000p2VbuAAE";"2016-04-02";"00646000006RQFgAAO";"Teeth Grinding / Bruxism Treatment";20;330.03
"AR";"Dentistry";"Odonto";"0014600000od8juAAA";"2016-06-29";"00646000006RKRAAA4";"Braces  Metal / Ceramic";2;210.13
"AR";"Dentistry";"Odontologia Integral Diagonal";"0014600000odAlYAAU";"2017-07-10";"00646000006F6YTAA0";"Teeth Grinding / Bruxism Treatment";3;74.35
"AR";"Dentistry";"Ortodoncia Ian";"0014600000p2Vd5AAE";"2016-03-11";"00646000006RP5FAAW";"Braces  Metal / Ceramic";1;98.69
"AR";"Dietary Supplements";"Grupo Dely SA-vitaminasa";"0014600000p2VicAAE";"2016-03-11";"00646000006RPeFAAW";"Health & Beauty  Fitness & Nutrition";48;700.20
"AR";"Diving License";"Adventure Travel Diving";"0014600000od9ZjAAI";"2017-02-01";"00646000006RSnhAAG";"Certification  SCUBA / PADI";3;74.99
"AR";"Diving License";"Adventure Travel Diving";"0014600000od9ZjAAI";"2017-02-01";"00646000006RSuaAAG";"Certification  SCUBA / PADI";10;214.71
"AR";"Diving License";"Buceo Aventura Mendoza";"0014600000od7WpAAI";"2016-03-07";"00646000006RKOTAA4";"Certification  SCUBA / PADI";19;491.29
"AR";"Dog Salon";"A Cara De Perro";"0014600000p2V7mAAE";"2015-12-28";"00646000006RPO0AAO";"Pet  Grooming / Salon";18;159.41
"AR";"Dog Salon";"Amores Perros";"0014600000p2VMZAA2";"2016-03-09";"00646000006ROLLAA4";"Pet  Grooming / Salon";6;54.28
"AR";"Dog Salon";"El Perro Finito";"0014600000p2WWoAAM";"2016-02-18";"00646000006QZw6AAG";"Pet  Grooming / Salon";17;129.53
"AR";"Drawing Course";"Paint Nite";"0014600000odAFjAAM";"2016-05-30";"00646000006RPrRAAW";"Painting Lesson";98;1404.87
"AR";"Drivers Licence";"ALEF Academia de Conductores";"0014600000ocxznAAA";"2017-04-27";"00646000006RV9WAAW";"Driving / Drivers Education  Car";5;252.62
"AR";"Drivers Licence";"Autoescuela Educar";"0014600000ocxpwAAA";"2017-05-05";"00646000006RTsPAAW";"Driving / Drivers Education  Car";15;605.21
"AR";"Drivers Licence";"Autoescuela Megacar,Suc.Palermo";"0014600000pCaPQAA0";"2017-08-09";"00646000006F6pBAAS";"Driving / Drivers Education  Car";23;936.39
"AR";"Drivers Licence";"Oeste 1 Autoescuela";"0014600000ocxbRAAQ";"2017-05-10";"00646000006RUySAAW";"Driving / Drivers Education  Car";13;525.31
"AR";"Electrical Muscle Stimulation EMS";"Arcangeles";"0014600000pCaI2AAK";"2017-07-19";"00646000006F6WpAAK";"EMS (Electrical Muscle Stimulation)";4;95.31
"AR";"Electrical Muscle Stimulation EMS";"Bodywrap";"0014600000odB9NAAU";"2016-09-14";"00646000006QZQ8AAO";"EMS (Electrical Muscle Stimulation)";17;486.32
"AR";"Electrical Muscle Stimulation EMS";"Consultorios Médicos Echesortu";"0014600000odB8uAAE";"2016-09-06";"00646000006Q9EiAAK";"EMS (Electrical Muscle Stimulation)";7;209.81
"AR";"Electrical Muscle Stimulation EMS";"Crysalida estética y medicina";"0014600000od5goAAA";"2016-06-16";"00646000006RF4oAAG";"EMS (Electrical Muscle Stimulation)";3;50.27
"AR";"Electrical Muscle Stimulation EMS";"Crysalida estética y medicina";"0014600000od5goAAA";"2016-06-16";"00646000006RP0cAAG";"EMS (Electrical Muscle Stimulation)";4;62.44
"AR";"Electrical Muscle Stimulation EMS";"Equilibrio Chi";"0014600000ocxxbAAA";"2017-06-19";"00646000006RTtKAAW";"EMS (Electrical Muscle Stimulation)";10;302.64
"AR";"Electrical Muscle Stimulation EMS";"Estetic and Trainer";"0014600000p2VbAAAU";"2016-03-21";"00646000006RPdRAAW";"EMS (Electrical Muscle Stimulation)";3;55.24
"AR";"Electrical Muscle Stimulation EMS";"Estetica Maylor****";"0014600000odA0bAAE";"2016-04-19";"00646000006RKRlAAO";"EMS (Electrical Muscle Stimulation)";6;167.82
"AR";"Electrical Muscle Stimulation EMS";"Estetica Mystique";"0014600000ocyL1AAI";"2016-12-14";"00646000006QZizAAG";"EMS (Electrical Muscle Stimulation)";14;450.20
"AR";"Electrical Muscle Stimulation EMS";"Fenixia";"0014600000ocyDFAAY";"2016-07-27";"00646000006RLmYAAW";"EMS (Electrical Muscle Stimulation)";5;79.32
"AR";"Electrical Muscle Stimulation EMS";"Forelsket Medicina Estetica";"0014600000ocxldAAA";"2017-04-06";"00646000006RTK8AAO";"EMS (Electrical Muscle Stimulation)";5;141.12
"AR";"Electrical Muscle Stimulation EMS";"Grandiosa Estetica";"0014600000ocxujAAA";"2017-05-17";"00646000006RU28AAG";"EMS (Electrical Muscle Stimulation)";6;175.47
"AR";"Electrical Muscle Stimulation EMS";"Mariela Haschke";"0014600000odAkJAAU";"2017-07-17";"00646000006F6inAAC";"EMS (Electrical Muscle Stimulation)";1;40.08
"AR";"Electrical Muscle Stimulation EMS";"Mi Lugar Estetica";"0014600000ocyC0AAI";"2016-07-26";"00646000006QhqGAAS";"EMS (Electrical Muscle Stimulation)";10;231.91
"AR";"Electrical Muscle Stimulation EMS";"Pura piel centro de estetica";"0014600000ocyapAAA";"2016-01-26";"00646000006Qx2pAAC";"EMS (Electrical Muscle Stimulation)";2;34.28
"AR";"Electrical Muscle Stimulation EMS";"Saiara Belleza y Salud";"0014600000ocxfdAAA";"2017-04-17";"00646000006RTRdAAO";"EMS (Electrical Muscle Stimulation)";5;158.96
"AR";"Electrical Muscle Stimulation EMS";"Spa Fednah";"0014600000odBFrAAM";"2016-08-12";"00646000006RQTvAAO";"EMS (Electrical Muscle Stimulation)";1;26.06
"AR";"Electrical Muscle Stimulation EMS";"Stell Body perfect";"0014600000p2VAdAAM";"2016-01-14";"00646000006Qx4uAAC";"EMS (Electrical Muscle Stimulation)";1;19.05
"AR";"Electrical Muscle Stimulation EMS";"Tendencia Urbana Estética y Spa";"0014600000p2VVbAAM";"2016-03-29";"00646000006QeJBAA0";"EMS (Electrical Muscle Stimulation)";11;347.17
"AR";"Excursion";"Inca World Ar";"0014600000p2WBMAA2";"2016-12-21";"00646000006RRSfAAO";"Tour Operator";21;5480.14
"AR";"Excursion";"Turismo Internacional del Oriente -CB";"0014600000pCaHmAAK";"2017-08-02";"00646000006F6dNAAS";"Colombia";5;2652.24
"AR";"Excursion";"Turismo Internacional Del Oriente Sas AR";"0014600000p2Vz7AAE";"2016-12-07";"00646000006QgUhAAK";"Tour Operator";2;341.50
"AR";"Exfoliation";"New Life Dermoestetica";"0014600000ocxrUAAQ";"2017-04-25";"00646000006RVWxAAO";"Facial  Exfoliating";2;83.97
"AR";"Experiences";"Bola";"0014600000od6y9AAA";"2016-01-12";"00646000006RPgSAAW";"Human Rights";1;19.05
"AR";"Experiences";"Eureka Leg - Nuevo VAT";"0014600000ocxmkAAA";"2017-04-10";"00646000006RTauAAG";"Room Escape Game";93;2624.02
"AR";"Experiences";"Mision Imposible";"0014600000ocyMxAAI";"2016-09-18";"00646000006RK7LAAW";"Room Escape Game";220;4191.03
"AR";"Experiences";"Rooms Salas De Escape";"0014600000ocy92AAA";"2016-07-22";"00646000006RRyJAAW";"Room Escape Game";71;1126.38
"AR";"Eyelashes and Eyebrows";"Barcelona Spa Healthy";"0014600000ocxuuAAA";"2017-05-30";"00646000006RUDlAAO";"Eyelash Tinting";2;25.36
"AR";"Eyelashes and Eyebrows";"Caue Spa Brasileiro";"0014600000p2WDAAA2";"2016-11-07";"00646000006RR1bAAG";"Eyelash Extensions";9;108.38
"AR";"Eyelashes and Eyebrows";"Gisela De Leon";"0014600000ocyQ2AAI";"2016-10-13";"00646000006RQytAAG";"Eyelash Extensions";30;309.01
"AR";"Eyelashes and Eyebrows";"Josefina Nails & Lashes";"0014600000pCaKeAAK";"2017-08-01";"00646000006F6VXAA0";"Eyelash Extensions";24;504.35
"AR";"Eyelashes and Eyebrows";"Kathairein Estetica Y Salud";"0014600000od9cLAAQ";"2017-02-09";"00646000006RTAbAAO";"Eyelashes";6;78.62
"AR";"Eyelashes and Eyebrows";"Mariana Sosa Estética";"0014600000ocxbLAAQ";"2017-05-16";"00646000006RUrpAAG";"Eyelash Perm";12;157.24
"AR";"Eyelashes and Eyebrows";"Mimada";"0014600000od9P9AAI";"2017-03-08";"00646000006RTbLAAW";"Eyelashes";7;100.22
"AR";"Eyelashes and Eyebrows";"Odet Kaury";"0014600000ocxZUAAY";"2017-05-24";"00646000006RV2dAAG";"Eyelash Perm";17;215.54
"AR";"Eyelashes and Eyebrows";"Sp Makeup";"0014600000ocxijAAA";"2017-05-09";"00646000006RVVNAA4";"Eyelashes";46;1070.63
"AR";"Eyelashes and Eyebrows";"Sp Makeup";"0014600000od9dVAAQ";"2017-01-18";"00646000006RSg3AAG";"Eyelashes";2;25.36
"AR";"Eyelashes and Eyebrows";"Sp Makeup";"0014600000od9dVAAQ";"2017-01-18";"00646000006RSgiAAG";"Eyelashes";105;1114.66
"AR";"Eyelashes and Eyebrows";"Stefani Beauty Service";"0014600000pCaKWAA0";"2017-07-25";"00646000006F6zSAAS";"Eyelashes";13;172.47
"AR";"Facial Treatments";"An Esthetic";"0014600000odA8RAAU";"2016-05-27";"00646000006RJwYAAW";"Facial";3;26.57
"AR";"Facial Treatments";"Arcangeles";"0014600000pCaI2AAK";"2017-07-19";"00646000006F6lWAAS";"Facial";7;97.67
"AR";"Facial Treatments";"Barrancas de Madero";"0014600000odA0lAAE";"2016-05-02";"00646000006RKagAAG";"Facial";2;59.76
"AR";"Facial Treatments";"Barrancas de Madero";"0014600000odA0lAAE";"2016-05-02";"00646000006RKaXAAW";"Cavitation";1;70.02
"AR";"Facial Treatments";"Bella center";"0014600000ocyI0AAI";"2016-07-27";"00646000006RPxHAAW";"Facial";12;223.50
"AR";"Facial Treatments";"Belleza en Armonía";"0014600000p2ViPAAU";"2016-06-22";"00646000006RKjdAAG";"Facial";90;1237.94
"AR";"Facial Treatments";"Body Center Palermo";"0014600000p2VHVAA2";"2016-03-08";"00646000006QhIXAA0";"Facial  IPL Photo";4;94.04
"AR";"Facial Treatments";"Centro de Estética G.A";"0014600000od9YKAAY";"2017-01-25";"00646000006RSMiAAO";"Facial";4;75.69
"AR";"Facial Treatments";"Centro de Estética Karina Gonzalez";"0014600000ocxY6AAI";"2017-06-07";"00646000006RUrcAAG";"Facial";2;41.29
"AR";"Facial Treatments";"Centro de Estetica Vanesa Young";"0014600000ocxmmAAA";"2017-04-12";"00646000006RTOcAAO";"Facial";4;43.07
